pap_pro_id,exam_id,exam_paper_id,exam_param_id,problem_id,order,last_submit_time,submit_id,is_aced,used_time,submit_count,score,create_time,modify_time,modify_user_id,know_name
115071,133,22579,830,32,1,2022-01-05 10:05:23,444739,1,1223,1,6,2022-01-05 09:27:57,2022-01-05 10:05:24,-1,动态规划
115072,133,22579,831,41,2,2022-01-05 10:10:55,444981,1,2755,2,6,2022-01-05 09:27:57,2022-01-05 10:10:56,-1,贪心策略
115073,133,22579,832,449,3,2022-01-05 12:08:24,449652,2,0,14,4,2022-01-05 09:27:57,2022-01-14 17:34:12,3088,时空权衡
115074,133,22579,833,134,4,2022-01-05 11:45:39,448971,5,0,3,0,2022-01-05 09:27:57,2022-01-05 11:45:40,-1,迭代改进
115065,133,22580,829,629,0,2022-01-05 09:58:27,444555,1,807,1,6,2022-01-05 09:27:57,2022-01-05 09:58:30,-1,动态规划
115066,133,22580,830,32,1,2022-01-05 10:14:15,445147,1,1755,1,6,2022-01-05 09:27:57,2022-01-05 10:14:18,-1,动态规划
115067,133,22580,831,41,2,2022-01-05 10:03:27,444659,1,2307,2,6,2022-01-05 09:27:57,2022-01-05 10:03:30,-1,贪心策略
115068,133,22580,832,31,3,2022-01-05 10:53:10,446837,5,0,7,0,2022-01-05 09:27:57,2022-01-05 10:53:12,-1,时空权衡
115069,133,22580,833,134,4,2022-01-05 12:07:15,449598,2,0,23,0.96,2022-01-05 09:27:57,2022-01-05 12:07:15,-1,迭代改进
115060,133,22581,829,3,0,2022-01-05 12:09:01,449684,5,0,1,0,2022-01-05 09:27:57,2022-01-05 12:09:01,-1,动态规划
115061,133,22581,830,32,1,2022-01-05 11:12:37,447687,1,8857,4,6,2022-01-05 09:27:57,2022-01-05 11:12:37,-1,动态规划
115062,133,22581,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
115063,133,22581,832,31,3,2022-01-05 11:58:08,449307,3,0,7,0,2022-01-05 09:27:57,2022-01-05 11:58:14,-1,时空权衡
115064,133,22581,833,445,4,2022-01-05 11:17:46,447888,1,5566,1,6,2022-01-05 09:27:57,2022-01-05 11:17:47,-1,迭代改进
115055,133,22582,829,3,0,2022-01-05 10:34:58,446061,1,2998,1,6,2022-01-05 09:27:57,2022-01-05 10:34:59,-1,动态规划
115056,133,22582,830,32,1,2022-01-05 10:06:57,444815,1,2517,2,6,2022-01-05 09:27:57,2022-01-05 10:06:58,-1,动态规划
115057,133,22582,831,41,2,2022-01-05 10:01:03,444603,1,2163,2,6,2022-01-05 09:27:57,2022-01-05 10:01:04,-1,贪心策略
115058,133,22582,832,31,3,2022-01-05 11:53:49,449183,5,0,6,3,2022-01-05 09:27:57,2022-01-05 11:53:50,-1,时空权衡
115059,133,22582,833,445,4,2022-01-05 10:25:12,445624,1,2412,1,6,2022-01-05 09:27:57,2022-01-05 10:25:13,-1,迭代改进
115050,133,22583,829,3,0,2022-01-05 10:27:48,445728,5,0,2,0,2022-01-05 09:27:57,2022-01-05 10:27:49,-1,动态规划
115051,133,22583,830,33,1,2022-01-05 10:27:21,445709,5,0,1,0.84,2022-01-05 09:27:57,2022-01-05 10:27:23,-1,动态规划
115052,133,22583,831,41,2,2022-01-05 09:59:55,444581,1,2095,2,6,2022-01-05 09:27:57,2022-01-05 09:59:58,-1,贪心策略
115053,133,22583,832,449,3,2022-01-05 10:40:00,446271,2,0,18,4,2022-01-05 09:27:57,2022-01-14 17:33:52,3088,时空权衡
115054,133,22583,833,445,4,2022-01-05 10:12:02,445048,1,7622,6,6,2022-01-05 09:27:57,2022-01-05 10:12:04,-1,迭代改进
115045,133,22584,829,628,0,2022-01-05 11:11:48,447656,1,19608,13,6,2022-01-05 09:27:57,2022-01-05 11:11:49,-1,动态规划
115046,133,22584,830,33,1,2022-01-05 10:31:45,445907,8,0,1,0,2022-01-05 09:27:57,2022-01-05 10:31:45,-1,动态规划
115047,133,22584,831,35,2,2022-01-05 10:32:48,445973,8,0,1,0,2022-01-05 09:27:57,2022-01-05 10:32:48,-1,贪心策略
115048,133,22584,832,31,3,2022-01-05 11:15:16,447799,8,0,3,0,2022-01-05 09:27:57,2022-01-05 11:15:17,-1,时空权衡
115049,133,22584,833,134,4,2022-01-05 11:00:05,447174,8,0,1,0,2022-01-05 09:27:57,2022-01-05 11:00:05,-1,迭代改进
115040,133,22585,829,3,0,2022-01-05 12:00:19,449379,3,0,9,0,2022-01-05 09:27:57,2022-01-05 12:00:22,-1,动态规划
115041,133,22585,830,32,1,2022-01-05 10:01:38,444610,1,998,1,6,2022-01-05 09:27:57,2022-01-05 10:01:38,-1,动态规划
115042,133,22585,831,41,2,2022-01-05 12:07:46,449621,8,0,12,0,2022-01-05 09:27:57,2022-01-05 12:07:47,-1,贪心策略
115043,133,22585,832,31,3,2022-01-05 10:30:41,445859,1,6341,4,6,2022-01-05 09:27:57,2022-01-05 10:30:42,-1,时空权衡
115044,133,22585,833,445,4,2022-01-05 11:21:53,448059,1,13013,7,6,2022-01-05 09:27:57,2022-01-05 11:21:54,-1,迭代改进
115035,133,22586,829,3,0,2022-01-05 11:10:11,447592,1,14711,9,6,2022-01-05 09:27:57,2022-01-05 11:10:13,-1,动态规划
115036,133,22586,830,32,1,2022-01-05 09:53:40,444499,1,520,1,6,2022-01-05 09:27:57,2022-01-05 09:53:41,-1,动态规划
115037,133,22586,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
115038,133,22586,832,31,3,2022-01-05 11:34:26,448540,5,0,23,3,2022-01-05 09:27:57,2022-01-05 11:34:27,-1,时空权衡
115039,133,22586,833,445,4,2022-01-05 10:18:32,445340,1,4412,3,6,2022-01-05 09:27:57,2022-01-05 10:18:32,-1,迭代改进
115030,133,22587,829,629,0,2022-01-05 10:33:25,446001,1,4105,2,6,2022-01-05 09:27:57,2022-01-05 10:33:26,-1,动态规划
115031,133,22587,830,32,1,2022-01-05 10:04:13,444679,6,0,4,5.52,2022-01-05 09:27:57,2022-01-05 10:04:14,-1,动态规划
115032,133,22587,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
115033,133,22587,832,449,3,2022-01-05 11:31:02,448414,1,42362,31,6,2022-01-05 09:27:57,2022-01-05 11:31:03,-1,时空权衡
115034,133,22587,833,445,4,2022-01-05 10:29:43,445825,1,3883,2,6,2022-01-05 09:27:57,2022-01-05 10:29:44,-1,迭代改进
115025,133,22588,829,629,0,2022-01-05 09:52:57,444490,1,477,1,6,2022-01-05 09:27:57,2022-01-05 09:52:59,-1,动态规划
115026,133,22588,830,33,1,2022-01-05 10:46:28,446569,6,0,17,2.52,2022-01-05 09:27:57,2022-01-05 10:46:31,-1,动态规划
115027,133,22588,831,35,2,2022-01-05 10:12:50,445091,5,0,1,0.6,2022-01-05 09:27:57,2022-01-05 10:12:53,-1,贪心策略
115028,133,22588,832,449,3,2022-01-05 10:56:47,447008,2,0,13,4,2022-01-05 09:27:57,2022-01-14 17:33:31,3088,时空权衡
115029,133,22588,833,445,4,2022-01-05 10:32:12,445934,1,2832,1,6,2022-01-05 09:27:57,2022-01-05 10:32:14,-1,迭代改进
115020,133,22589,829,3,0,2022-01-05 11:39:55,448783,1,8095,2,6,2022-01-05 09:27:57,2022-01-05 11:39:56,-1,动态规划
115021,133,22589,830,32,1,2022-01-05 10:05:58,444771,1,1258,1,6,2022-01-05 09:27:57,2022-01-05 10:05:59,-1,动态规划
115022,133,22589,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
115023,133,22589,832,31,3,2022-01-05 12:09:00,449680,1,18240,9,6,2022-01-05 09:27:57,2022-01-05 12:09:01,-1,时空权衡
115024,133,22589,833,445,4,2022-01-05 11:58:55,449332,1,12835,5,6,2022-01-05 09:27:57,2022-01-05 11:58:56,-1,迭代改进
115015,133,22590,829,3,0,2022-01-05 12:06:04,449551,5,0,7,0,2022-01-05 09:27:57,2022-01-05 12:06:06,-1,动态规划
115016,133,22590,830,32,1,2022-01-05 12:07:52,449624,5,0,2,0.48,2022-01-05 09:27:57,2022-01-05 12:07:54,-1,动态规划
115017,133,22590,831,35,2,2022-01-05 12:08:57,449676,5,0,1,0.6,2022-01-05 09:27:57,2022-01-05 12:08:59,-1,贪心策略
115018,133,22590,832,31,3,2022-01-05 11:57:53,449298,1,41573,29,6,2022-01-05 09:27:57,2022-01-05 11:57:54,-1,时空权衡
115019,133,22590,833,134,4,2022-01-05 12:00:46,449392,5,0,12,1.92,2022-01-05 09:27:57,2022-01-05 12:00:48,-1,迭代改进
115010,133,22591,829,629,0,2022-01-05 09:55:16,444521,1,616,1,6,2022-01-05 09:27:57,2022-01-05 09:55:18,-1,动态规划
115011,133,22591,830,33,1,2022-01-05 12:07:02,449589,6,0,13,0.84,2022-01-05 09:27:57,2022-01-05 12:07:06,-1,动态规划
115012,133,22591,831,41,2,2022-01-05 10:00:16,444588,1,2116,2,6,2022-01-05 09:27:57,2022-01-05 10:00:18,-1,贪心策略
115013,133,22591,832,31,3,2022-01-05 12:08:57,449677,5,0,13,0,2022-01-05 09:27:57,2022-01-05 12:08:59,-1,时空权衡
115014,133,22591,833,134,4,2022-01-05 11:10:15,447595,5,0,1,0.96,2022-01-05 09:27:57,2022-01-05 11:10:18,-1,迭代改进
115005,133,22592,829,3,0,2022-01-05 10:33:06,445988,1,2886,1,6,2022-01-05 09:27:57,2022-01-05 10:33:07,-1,动态规划
115006,133,22592,830,33,1,2022-01-05 11:52:39,449152,6,0,2,4.32,2022-01-05 09:27:57,2022-01-05 11:52:39,-1,动态规划
115007,133,22592,831,35,2,2022-01-05 11:13:26,447735,1,11306,6,6,2022-01-05 09:27:57,2022-01-05 11:13:28,-1,贪心策略
115008,133,22592,832,449,3,2022-01-05 10:10:52,444979,2,0,1,0,2022-01-05 09:27:57,2022-01-05 10:10:53,-1,时空权衡
115009,133,22592,833,445,4,2022-01-05 10:01:40,444612,1,2200,2,6,2022-01-05 09:27:57,2022-01-05 10:01:41,-1,迭代改进
115000,133,22593,829,628,0,2022-01-05 10:01:33,444607,1,3393,3,6,2022-01-05 09:27:57,2022-01-05 10:01:33,-1,动态规划
115001,133,22593,830,32,1,2022-01-05 10:05:59,444772,1,1259,1,6,2022-01-05 09:27:57,2022-01-05 10:06:00,-1,动态规划
115002,133,22593,831,35,2,2022-01-05 11:02:26,447267,5,0,2,0.6,2022-01-05 09:27:57,2022-01-05 11:02:26,-1,贪心策略
115003,133,22593,832,31,3,2022-01-05 11:14:27,447769,5,0,20,0,2022-01-05 09:27:57,2022-01-05 11:14:27,-1,时空权衡
115004,133,22593,833,445,4,2022-01-05 10:35:06,446065,1,4206,2,6,2022-01-05 09:27:57,2022-01-05 10:35:07,-1,迭代改进
114995,133,22594,829,629,0,2022-01-05 09:55:29,444523,1,4229,4,6,2022-01-05 09:27:57,2022-01-05 09:55:30,-1,动态规划
114996,133,22594,830,33,1,2022-01-05 12:06:17,449565,6,0,21,0.84,2022-01-05 09:27:57,2022-01-05 12:06:18,-1,动态规划
114997,133,22594,831,35,2,2022-01-05 10:28:22,445755,1,2602,1,6,2022-01-05 09:27:57,2022-01-05 10:28:23,-1,贪心策略
114998,133,22594,832,449,3,2022-01-05 12:03:43,449475,2,0,12,4,2022-01-05 09:27:57,2022-01-14 17:33:10,3088,时空权衡
114999,133,22594,833,134,4,2022-01-05 11:22:35,448093,1,7055,2,6,2022-01-05 09:27:57,2022-01-05 11:22:36,-1,迭代改进
114990,133,22595,829,628,0,2022-01-05 10:35:42,446090,1,11442,8,6,2022-01-05 09:27:57,2022-01-05 10:35:43,-1,动态规划
114991,133,22595,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114992,133,22595,831,35,2,2022-01-05 10:14:51,445175,1,4191,3,6,2022-01-05 09:27:57,2022-01-05 10:14:52,-1,贪心策略
114993,133,22595,832,449,3,2022-01-05 11:03:44,447314,2,0,13,4,2022-01-05 09:27:57,2022-01-14 17:33:06,3088,时空权衡
114994,133,22595,833,445,4,2022-01-05 10:41:49,446362,1,8209,5,6,2022-01-05 09:27:57,2022-01-05 10:41:50,-1,迭代改进
114985,133,22596,829,628,0,2022-01-05 10:03:00,444640,1,4680,4,6,2022-01-05 09:27:57,2022-01-05 10:03:02,-1,动态规划
114986,133,22596,830,32,1,2022-01-05 10:28:05,445740,1,7385,5,6,2022-01-05 09:27:57,2022-01-05 10:28:08,-1,动态规划
114987,133,22596,831,35,2,2022-01-05 11:30:55,448408,5,0,2,0,2022-01-05 09:27:57,2022-01-05 11:30:58,-1,贪心策略
114988,133,22596,832,31,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114989,133,22596,833,445,4,2022-01-05 10:51:21,446766,1,7581,4,6,2022-01-05 09:27:57,2022-01-05 10:51:23,-1,迭代改进
114980,133,22597,829,629,0,2022-01-05 11:48:59,449041,1,7439,1,6,2022-01-05 09:27:57,2022-01-05 11:49:00,-1,动态规划
114981,133,22597,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114982,133,22597,831,41,2,2022-01-05 10:15:13,445188,1,4213,3,6,2022-01-05 09:27:57,2022-01-05 10:15:16,-1,贪心策略
114983,133,22597,832,31,3,2022-01-05 12:07:44,449617,3,0,9,0,2022-01-05 09:27:57,2022-01-05 12:07:50,-1,时空权衡
114984,133,22597,833,134,4,2022-01-05 11:36:53,448648,1,9113,3,6,2022-01-05 09:27:57,2022-01-05 11:36:54,-1,迭代改进
114975,133,22598,829,628,0,2022-01-05 10:06:14,444788,1,1274,1,6,2022-01-05 09:27:57,2022-01-05 10:06:15,-1,动态规划
114976,133,22598,830,33,1,2022-01-05 10:36:36,446122,2,0,5,4.32,2022-01-05 09:27:57,2022-01-05 10:36:37,-1,动态规划
114977,133,22598,831,41,2,2022-01-05 10:00:18,444591,1,3318,3,6,2022-01-05 09:27:57,2022-01-05 10:00:18,-1,贪心策略
114978,133,22598,832,31,3,2022-01-05 12:00:54,449401,5,0,7,0,2022-01-05 09:27:57,2022-01-05 12:00:55,-1,时空权衡
114979,133,22598,833,134,4,2022-01-05 11:39:21,448753,5,0,12,4.08,2022-01-05 09:27:57,2022-01-05 11:39:22,-1,迭代改进
114970,133,22599,829,628,0,2022-01-05 11:47:11,449006,1,14531,7,6,2022-01-05 09:27:57,2022-01-05 11:47:12,-1,动态规划
114971,133,22599,830,33,1,2022-01-05 12:09:06,449690,8,0,1,0,2022-01-05 09:27:57,2022-01-05 12:09:07,-1,动态规划
114972,133,22599,831,41,2,2022-01-05 11:44:23,448948,1,13163,6,6,2022-01-05 09:27:57,2022-01-05 11:44:24,-1,贪心策略
114973,133,22599,832,31,3,2022-01-05 11:15:46,447823,5,0,3,0,2022-01-05 09:27:57,2022-01-05 11:15:47,-1,时空权衡
114974,133,22599,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114965,133,22600,829,3,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114966,133,22600,830,32,1,2022-01-05 11:23:56,448133,5,0,6,0.48,2022-01-05 09:27:57,2022-01-05 11:23:57,-1,动态规划
114967,133,22600,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114968,133,22600,832,449,3,2022-01-05 11:21:54,448063,5,0,17,0,2022-01-05 09:27:57,2022-01-05 11:21:55,-1,时空权衡
114969,133,22600,833,445,4,2022-01-05 10:45:24,446522,1,5996,4,6,2022-01-05 09:27:57,2022-01-05 10:45:25,-1,迭代改进
114960,133,22601,829,628,0,2022-01-05 11:50:30,449082,2,0,10,4,2022-01-05 09:27:57,2022-01-14 17:32:37,3088,动态规划
114961,133,22601,830,32,1,2022-01-05 12:09:30,449716,5,0,9,0.48,2022-01-05 09:27:57,2022-01-05 12:09:31,-1,动态规划
114962,133,22601,831,41,2,2022-01-05 10:43:20,446439,2,0,6,4,2022-01-05 09:27:57,2022-01-14 17:32:39,3088,贪心策略
114963,133,22601,832,449,3,2022-01-05 12:00:48,449394,2,0,9,4,2022-01-05 09:27:57,2022-01-14 17:32:40,3088,时空权衡
114964,133,22601,833,445,4,2022-01-05 10:21:18,445469,1,2178,1,6,2022-01-05 09:27:57,2022-01-05 10:21:19,-1,迭代改进
114955,133,22602,829,3,0,2022-01-05 11:21:25,448040,8,0,1,0,2022-01-05 09:27:57,2022-01-05 11:21:25,-1,动态规划
114956,133,22602,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114957,133,22602,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114958,133,22602,832,31,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114959,133,22602,833,445,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114950,133,22603,829,629,0,2022-01-05 09:58:14,444552,1,4394,4,6,2022-01-05 09:27:57,2022-01-05 09:58:16,-1,动态规划
114951,133,22603,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114952,133,22603,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114953,133,22603,832,449,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114954,133,22603,833,445,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114945,133,22604,829,629,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114946,133,22604,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114947,133,22604,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114948,133,22604,832,449,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114949,133,22604,833,445,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114940,133,22605,829,3,0,2022-01-05 11:39:36,448769,1,8076,2,6,2022-01-05 09:27:57,2022-01-05 11:39:37,-1,动态规划
114941,133,22605,830,33,1,2022-01-05 12:02:59,449452,5,0,2,0.84,2022-01-05 09:27:57,2022-01-05 12:03:00,-1,动态规划
114942,133,22605,831,35,2,2022-01-05 12:07:11,449593,2,0,18,4,2022-01-05 09:27:57,2022-01-14 17:32:16,3088,贪心策略
114943,133,22605,832,449,3,2022-01-05 11:08:28,447513,2,0,2,4,2022-01-05 09:27:57,2022-01-14 17:32:17,3088,时空权衡
114944,133,22605,833,445,4,2022-01-05 10:56:45,447006,1,4305,1,6,2022-01-05 09:27:57,2022-01-05 10:56:46,-1,迭代改进
114935,133,22606,829,628,0,2022-01-05 10:40:28,446294,2,0,3,4,2022-01-05 09:27:57,2022-01-14 17:32:09,3088,动态规划
114936,133,22606,830,32,1,2022-01-05 10:18:33,445342,1,9213,7,6,2022-01-05 09:27:57,2022-01-05 10:18:34,-1,动态规划
114937,133,22606,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114938,133,22606,832,449,3,2022-01-05 11:12:49,447701,5,0,1,0,2022-01-05 09:27:57,2022-01-05 11:12:49,-1,时空权衡
114939,133,22606,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114930,133,22607,829,3,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114931,133,22607,830,32,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114932,133,22607,831,41,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114933,133,22607,832,31,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114934,133,22607,833,445,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114925,133,22608,829,628,0,2022-01-05 12:08:32,449661,2,0,16,4,2022-01-05 09:27:57,2022-01-14 17:32:01,3088,动态规划
114926,133,22608,830,32,1,2022-01-05 10:48:08,446637,1,6188,3,6,2022-01-05 09:27:57,2022-01-05 10:48:11,-1,动态规划
114927,133,22608,831,35,2,2022-01-05 12:00:38,449388,1,18938,10,6,2022-01-05 09:27:57,2022-01-05 12:00:40,-1,贪心策略
114928,133,22608,832,31,3,2022-01-05 12:06:54,449584,5,0,11,3,2022-01-05 09:27:57,2022-01-05 12:06:57,-1,时空权衡
114929,133,22608,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114920,133,22609,829,3,0,2022-01-05 12:08:41,449667,5,0,32,0,2022-01-05 09:27:57,2022-01-05 12:08:43,-1,动态规划
114921,133,22609,830,32,1,2022-01-05 10:10:39,444967,1,3939,3,6,2022-01-05 09:27:57,2022-01-05 10:10:41,-1,动态规划
114922,133,22609,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114923,133,22609,832,449,3,2022-01-05 11:02:24,447266,1,34644,26,6,2022-01-05 09:27:57,2022-01-05 11:02:24,-1,时空权衡
114924,133,22609,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114915,133,22610,829,3,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114916,133,22610,830,33,1,2022-01-05 11:27:05,448234,6,0,15,2.52,2022-01-05 09:27:57,2022-01-05 11:27:07,-1,动态规划
114917,133,22610,831,41,2,2022-01-05 12:04:12,449484,5,0,3,1.14,2022-01-05 09:27:57,2022-01-05 12:04:13,-1,贪心策略
114918,133,22610,832,449,3,2022-01-05 10:14:26,445153,2,0,5,4,2022-01-05 09:27:57,2022-01-14 17:31:49,3088,时空权衡
114919,133,22610,833,445,4,2022-01-05 10:05:15,444736,1,2415,2,6,2022-01-05 09:27:57,2022-01-05 10:05:16,-1,迭代改进
114910,133,22611,829,3,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114911,133,22611,830,32,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114912,133,22611,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114913,133,22611,832,449,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114914,133,22611,833,445,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114905,133,22612,829,629,0,2022-01-05 10:02:01,444618,1,1021,1,6,2022-01-05 09:27:57,2022-01-05 10:02:03,-1,动态规划
114906,133,22612,830,32,1,2022-01-05 11:49:49,449067,1,11089,4,6,2022-01-05 09:27:57,2022-01-05 11:49:51,-1,动态规划
114907,133,22612,831,41,2,2022-01-05 10:33:13,445994,6,0,4,0,2022-01-05 09:27:57,2022-01-05 10:33:16,-1,贪心策略
114908,133,22612,832,31,3,2022-01-05 11:18:03,447898,6,0,3,0,2022-01-05 09:27:57,2022-01-05 11:18:06,-1,时空权衡
114909,133,22612,833,134,4,2022-01-05 12:09:08,449693,6,0,2,0,2022-01-05 09:27:57,2022-01-05 12:09:12,-1,迭代改进
114900,133,22613,829,3,0,2022-01-05 11:43:19,448917,5,0,4,0,2022-01-05 09:27:57,2022-01-05 11:43:19,-1,动态规划
114901,133,22613,830,32,1,2022-01-05 10:03:02,444644,1,1082,1,6,2022-01-05 09:27:57,2022-01-05 10:03:03,-1,动态规划
114902,133,22613,831,35,2,2022-01-05 09:57:36,444545,1,1956,2,6,2022-01-05 09:27:57,2022-01-05 09:57:38,-1,贪心策略
114903,133,22613,832,449,3,2022-01-05 10:24:15,445588,2,0,9,4,2022-01-05 09:27:57,2022-01-14 17:31:36,3088,时空权衡
114904,133,22613,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114895,133,22614,829,628,0,2022-01-05 11:35:22,448578,2,0,5,4,2022-01-05 09:27:57,2022-01-14 17:31:31,3088,动态规划
114896,133,22614,830,32,1,2022-01-05 11:29:50,448364,5,0,1,0.48,2022-01-05 09:27:57,2022-01-05 11:29:51,-1,动态规划
114897,133,22614,831,35,2,2022-01-05 11:29:04,448324,5,0,1,0.6,2022-01-05 09:27:57,2022-01-05 11:29:05,-1,贪心策略
114898,133,22614,832,449,3,2022-01-05 12:09:12,449695,3,0,20,0,2022-01-05 09:27:57,2022-01-05 12:09:15,-1,时空权衡
114899,133,22614,833,134,4,2022-01-05 10:35:54,446102,5,0,1,0.96,2022-01-05 09:27:57,2022-01-05 10:35:55,-1,迭代改进
114890,133,22615,829,629,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114891,133,22615,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114892,133,22615,831,41,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114893,133,22615,832,449,3,2022-01-05 10:46:59,446596,8,0,1,0,2022-01-05 09:27:57,2022-01-05 10:46:59,-1,时空权衡
114894,133,22615,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114885,133,22616,829,3,0,2022-01-05 12:06:21,449569,5,0,5,0,2022-01-05 09:27:57,2022-01-05 12:06:21,-1,动态规划
114886,133,22616,830,32,1,2022-01-05 10:38:30,446197,1,3210,1,6,2022-01-05 09:27:57,2022-01-05 10:38:31,-1,动态规划
114887,133,22616,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114888,133,22616,832,31,3,2022-01-05 10:56:42,447002,1,15102,10,6,2022-01-05 09:27:57,2022-01-05 10:56:43,-1,时空权衡
114889,133,22616,833,445,4,2022-01-05 10:32:48,445974,1,2868,1,6,2022-01-05 09:27:57,2022-01-05 10:32:49,-1,迭代改进
114880,133,22617,829,629,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114881,133,22617,830,32,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114882,133,22617,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114883,133,22617,832,449,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114884,133,22617,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114875,133,22618,829,629,0,2022-01-05 10:32:31,445962,1,5251,3,6,2022-01-05 09:27:57,2022-01-05 10:32:32,-1,动态规划
114876,133,22618,830,32,1,2022-01-05 10:15:38,445208,1,1838,1,6,2022-01-05 09:27:57,2022-01-05 10:15:38,-1,动态规划
114877,133,22618,831,35,2,2022-01-05 10:28:13,445749,5,0,1,0.6,2022-01-05 09:27:57,2022-01-05 10:28:14,-1,贪心策略
114878,133,22618,832,449,3,2022-01-05 11:42:37,448895,8,0,26,0,2022-01-05 09:27:57,2022-01-05 11:42:37,-1,时空权衡
114879,133,22618,833,445,4,2022-01-05 10:07:30,444838,1,1350,1,6,2022-01-05 09:27:57,2022-01-05 10:07:30,-1,迭代改进
